"companyid","keydevid","transcriptid","headline","mostimportantdateutc","keydeveventtypename","companyname","speakertypename","componenttextpreview","word_count","componenttext"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Two questions, if I may, please. Firstly, please you give a sense of how much mitigation the fuel margin and other measures will provide to the impact of COVID-19. I note the kind of the words partially offset. So it'd be good to get a sense if that's pos",104,"Two questions, if I may, please. Firstly, please you give a sense of how much mitigation the fuel margin and other measures will provide to the impact of COVID-19. I note the kind of the words partially offset. So it'd be good to get a sense if that's possible. Secondly, obviously, it's incredibly hard to have any debility given the unprecedented circumstances. But what possible scenarios do you see for COVID-19 volume impacts as we move forward through the next few quarters? So what are you seeing in terms of the latest exit trends as perhaps things begin to open up a little bit?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Thank you very much. Petri, perhaps can you elaborate a little bit more on the fact that for April and May, the margin should be higher given the pump prices. You have some points that we can perhaps share with everyone. And just remind people what is our",51,"Thank you very much. Petri, perhaps can you elaborate a little bit more on the fact that for April and May, the margin should be higher given the pump prices. You have some points that we can perhaps share with everyone. And just remind people what is our minimum margin today?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. So especially the ones listening to the call and living in UAE probably would be well aware of the fact that both for months of April as well as May, the UAE pump prices are the same. And of course, given what's going on in terms of oil market and pr",144,"Yes. So especially the ones listening to the call and living in UAE probably would be well aware of the fact that both for months of April as well as May, the UAE pump prices are the same. And of course, given what's going on in terms of oil market and product prices, the Ministry of Energy, who regulates the pump prices on a monthly basis in UAE has made a decision to maintain pump prices.
In terms of forward-looking and going forward, we cannot really make any estimates or forecast for how long, et cetera. But given that behind in second quarter, we can limit ourselves and then have some visibility for the Q2 itself. Partially offsetting the lower volumes, we've stated that April month, retail volumes are down by 40%, whereas our commercial volumes are down, half of that, at minus 20%."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","And yes. So if I may, I guess that on the pump prices, I guess that it's quite easy to make the calculations. If you look at our minimum margin of 0.39, 0.4 per liter. And you use the current pump prices that did not go down really compared to the oil pri",77,"And yes. So if I may, I guess that on the pump prices, I guess that it's quite easy to make the calculations. If you look at our minimum margin of 0.39, 0.4 per liter. And you use the current pump prices that did not go down really compared to the oil prices of late, you will easily find that the margin would be substantially higher on the retail fuel margin. What was your second question, sorry?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","I think in the section. If I heard correctly. Sorry, go ahead.",12,"I think in the section. If I heard correctly. Sorry, go ahead."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. Sorry. So Petri, sorry.",5,"Okay. Sorry. So Petri, sorry."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","I think the second question was around visibility and possible scenarios, but I think Petri answered that with the April step. If there's any further color, then obviously, that would be gratefully received. Thank you.",35,"I think the second question was around visibility and possible scenarios, but I think Petri answered that with the April step. If there's any further color, then obviously, that would be gratefully received. Thank you."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Can we get the next question, please?",7,"Can we get the next question, please?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","We will now take our next question from Nick Stefanou from Renaissance Capital.",13,"We will now take our next question from Nick Stefanou from Renaissance Capital."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","I have 3 for me. The first one is actually in regards to how you think about inventory write-downs. And the reason I'm saying this is that, obviously, I mean, the retail prices would be quite strong compared to the inventory price you got. And then on top",216,"I have 3 for me. The first one is actually in regards to how you think about inventory write-downs. And the reason I'm saying this is that, obviously, I mean, the retail prices would be quite strong compared to the inventory price you got. And then on top of that, you've got the ADNOC margins for like stabilization mechanism. So I'm trying to understand, when it goes through a portal rising down inventory, what is that inventory write down? Is it the excess of, say, what you put versus what you're going to sell it for? Or is it something different? That's my first question. And then secondly, on the volume impact. Appreciate if you could give me a breakdown on commercial and there is no mass that is because aviation is about 25% of your volumes. So I was surprised to hear that you only lost only 20% for the month of April. And then finally, on the dividend. From what I look on Slide 6, it looks like you've got an intention of paying 75% of on earnings from 2021. Should I take that would be at least the same in dollar terms or as the year before? Or is that -- is it a progressive dividend is what I'm saying with the floor?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. Okay. So if I get the first one on the inventory valuation. So it's relatively straightforward bearing in mind that we have the backstop guarantee provided by ADNOC parent company. So we have very limited downside in terms of inventory volumes carri",167,"Okay. Okay. So if I get the first one on the inventory valuation. So it's relatively straightforward bearing in mind that we have the backstop guarantee provided by ADNOC parent company. So we have very limited downside in terms of inventory volumes carried for retail business. Of course, retail volumes overall represent 2/3 close to 70% of our total sales volumes. So mainly the exposure is coming from our corporate volumes as well as aviation volumes. And if you just look at the first quarter itself, you can see that our gross profit has taken a more serious hit because the inventory -- net realizable value, NRV valuation as per IFRS had to be booked. We managed, of course, our inventories, nominal inventories are down in line with our view about the oil market. So there's a tactical element to some degree as well. And that was partly the reason why working capital and inventory levels at the end of March were down compared to earlier periods."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Okay. So the inventory write-downs mostly come from the Commercial segment then?",12,"Okay. So the inventory write-downs mostly come from the Commercial segment then?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. So in the fuel retail business, we don't have any inventory loss, and we benefit from a backstop from ADNOC man if there is any potential loss. But we also benefit from the upside risks when the oil prices are high, we benefit also from we keep the i",83,"Yes. So in the fuel retail business, we don't have any inventory loss, and we benefit from a backstop from ADNOC man if there is any potential loss. But we also benefit from the upside risks when the oil prices are high, we benefit also from we keep the inventory gains as what we had last year and 2 years back. Mohamed, perhaps if you can elaborate more on  the corporate business quickly, and then I will answer the question regarding the dividend."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Sure. Our corporate business is not just aviation. But aviation logistics, aviation on the product side to the government and military, but also B2C or B2B in terms of gasoline and gas oil. The decline there has been lower this could have been a result of",111,"Sure. Our corporate business is not just aviation. But aviation logistics, aviation on the product side to the government and military, but also B2C or B2B in terms of gasoline and gas oil. The decline there has been lower this could have been a result of the lockdown affecting the -- our end consumers more than the B2B segment. Right, that's the breakdown we can provide so far, which is, in aggregate, the volumes have declined about on the commercial side. This is April, by around 20%, compared to about 40% on the retail side. But it's not reflected in Q1. This is -- again, this is April of 2020. Q1."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Understood. But do you see -- basically, my question then is what is the aviation or like a reduction from that -- from commercial volumes? Because from the sounds, it sounds like about like 50%, 60%.",36,"Understood. But do you see -- basically, my question then is what is the aviation or like a reduction from that -- from commercial volumes? Because from the sounds, it sounds like about like 50%, 60%."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. So there's 2 pieces to the Aviation business. There's some military piece where we sell the product. And then there's a civil aviation piece, where we are the logistics service provider. So the similar motion, irrespective, yes, irrespective of the",114,"Okay. So there's 2 pieces to the Aviation business. There's some military piece where we sell the product. And then there's a civil aviation piece, where we are the logistics service provider. So the similar motion, irrespective, yes, irrespective of the volatility in volumes sold, we are covered. Because we have an exclusive -- the exclusive logistics service provider to ADNOC on the civil aviation side, and we have a cost-plus mechanism. We have 0 exposure to the actual volatility in the market. On the military side, on the government side, this is where we own the product itself. There, we're seeing a flattening out. In terms of volume sold, at least in 2020."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. Thank you very much, Mohamed. So regarding the dividend policy and especially the 75% minimum, 75% of the suitable profit let me, first of all, start with what is our dividend policy. So during the general assembly 1 month back on 31st of March, the",325,"Okay. Thank you very much, Mohamed. So regarding the dividend policy and especially the 75% minimum, 75% of the suitable profit let me, first of all, start with what is our dividend policy. So during the general assembly 1 month back on 31st of March, the company shareholders approved a couple of things. So first of all, the segment and final dividend payment of $300 million for the year of 2019 -- in the 2019. And this dividend payment came on the top of an interim dividend of $325 million for the year, which was paid in October 2019. All in all, the -- this resulted in a full dividend payment of $650 million. So this is consistent with our dividend policy approved by the shareholders in 2019 and representing a 62% increase versus 2018. Then the -- during the general assembly, we maintained the company's 2020 dividend policy, which is set to continue with an expected dividend of $700 million. An increase of 7.5% compared to 2019, and this is for 2020. Amendments to the dividend policy for 2021 onwards with an expected dividend of $700 million for 2021, okay, compared to a minimum 75% of the distributable profit as the produce policy. And the dividend equals to at least 75% of the distributor income for 2022 onwards. And this is obviously subject to the discussion of the Board of Directors and the shareholder approval. So we said clearly, the minimum 75% will not provide obviously today if it's this 75% minimum means a number that we can compare to 2021. The philosophy of the company is that we have strong balance sheet. We have ample cash reserves. We invest in growth. This is our priority in the future business. And we have set clearly a minimum of dividend for our shareholders with 2020 and 2021, clearly stated as per the statement that had made and also beyond this with a minimum 75% payout."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","We will now take our next question from Medi Kaabi from FIM partners.",13,"We will now take our next question from Medi Kaabi from FIM partners."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Congrats on the results. I had 2 questions. One with regards to the growth strategy. You've mentioned that you're 50 to 60 station this year compared to previous guidance, I believe, of 60. I just want you to explain this better. Does that mean that you g",191,"Congrats on the results. I had 2 questions. One with regards to the growth strategy. You've mentioned that you're 50 to 60 station this year compared to previous guidance, I believe, of 60. I just want you to explain this better. Does that mean that you guys think this COVID is very temporary and you're keeping your plans on this? A lot of companies or other companies in the market are ruling back the expansion plan. So I just wanted to understand a bit more on this guidance. Is this a reflection of you being very confident about the economy? Is it a reflection of your business model being very strong and thinking that we'll do well no matter how the economic situation of the country is? And my second question has to do with the one-off items. So you explained very well the inventory rose due to fuel. But I believe there was also a mention in the earnings release about provisions. So maybe on the corporate side, if you could just remind us what's your provisioning policy in general when it comes to receivables? That's it from my side."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Thank you. Please, Mohamed.",4,"Thank you. Please, Mohamed."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","So as far as our growth strategy, this reflects, I think, I brought up a very good point. This reflects the resiliency in our business model. So we're not trying to forecast how long the crisis is going to last. Always stating that simply at some point, t",256,"So as far as our growth strategy, this reflects, I think, I brought up a very good point. This reflects the resiliency in our business model. So we're not trying to forecast how long the crisis is going to last. Always stating that simply at some point, there will be a return of normalcy. The lockdown will end. And whenever that happens, rather than put our growth plans on the back burner and pick them up at that point, we've contemplated on this point, and the decision we made is that we keep our growth on track. Particularly, as we pointed out, we are not going to set back is the Dubai jurisdiction. Why? Because any time we open a station there, those are organic volume that we are not capturing today. So while we will continue to focus on our growth and expansion plans, you've seen because of the constraints, the numbers have been slightly revised downward. That both on the same-store refurbishment side as well as the number of patients we had committed to a few months back. It went from 60 to now it's 50 to 60. What we haven't moved away from is the number of stations we intend to open in Dubai. Again, that's the resiliency in our business model. We're not trying to forecast when, how long it's going to last, but when it does, we're ready to capture that growth. As far as your second question, which was on the provision side, I will let Petri address that question."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. Just for you, Petri, sorry, just to make sure that we -- the answer is very clear. I guess that we are all aware as a management that the COVID situation is clearly bringing us some challenging times, especially on delivering the stations and also on",226,"Yes. Just for you, Petri, sorry, just to make sure that we -- the answer is very clear. I guess that we are all aware as a management that the COVID situation is clearly bringing us some challenging times, especially on delivering the stations and also on refurbishing, sorry, the C-stores. What happened and just to build on what Mohamed was saying is we had a target of 60 -- minimum 60 stations for this year. We have now come down to 50 to 60. But if you look at the way we have looked at our numbers is, first of all, the first half, if you remember well, we said roughly 40 to 45 stations in H1. And we are putting this number at 15%. And then we believe that the situation will improve gradually. And the 15 million are based on the fact that we have today, 75% completion. On the C-store side, we have clearly factored the COVID impact today. We had a target of [ 100 ] stores to be revitalized this year. More towards Q2, Q3 and Q4. And we have banked this number to 40 to 50 as per the feedback from our development business team, actually looking at each of the stores and how we believe we can deliver the digitalization program. I hope that this answers your question?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","That's very clear. The answers are very clear on.",10,"That's very clear. The answers are very clear on."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Petri, please?",2,"Petri, please?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. Let me just make a few comments on the so cold expected credit loss or bad debt provisioning approach. So first of all, it is good to remember that the core part of our retail fuel business. We don't really have exposures given that the whole busines",233,"Yes. Let me just make a few comments on the so cold expected credit loss or bad debt provisioning approach. So first of all, it is good to remember that the core part of our retail fuel business. We don't really have exposures given that the whole business nature is cash-based or people pay with credit cards or ADNOC Wallet and Mobile pay, et cetera. So where we have exposures is in the commercial part, where we have 3 categories of customers. We have government-related entities, where we do not request typically any bank guarantees. We have nongovernment-related parties where we have substantially, in most cases, bank guarantees issued by creditory banks. And then we have a third bucket of nongovernment-related customers without bank guarantees. This would include also our food and beverage, F&P tenants across our retail network as rental agreements are regarded. So basically, the external metrics are very clear. When we look at credit default swaps and other metrics that can be considered in this market for the banks that have issued bank guarantees or even for the government entities, clearly, as indications are that the prudent provisioning is required. And indeed, we have doubled the amount of bad provisions as of 31st of March. We continue monitoring the developments very carefully and closely. And this is, of course, a recurring evaluation once we get to the end of Q2."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","We will now take our next question from Amat Kadir Amid from National Bonds Corporation.",15,"We will now take our next question from Amat Kadir Amid from National Bonds Corporation."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","I'm going to give for the detailed information. I believe I've got a couple of the questions where I like, I mean, again by other participants. However, I -- I mean, I mean, again, from a strategy point of view, don't you see -- I mean, again, do you have",171,"I'm going to give for the detailed information. I believe I've got a couple of the questions where I like, I mean, again by other participants. However, I -- I mean, I mean, again, from a strategy point of view, don't you see -- I mean, again, do you have any kind of impact of the delays that took place on again, for Expo 2020 on your operations and general renewal expansion? And the other side -- and the other question that I have, and going back to the question raised by the gentleman from FIM, regarding the provisions. We have seen an impairment losses of $19 million was reported, I mean, again, in the first quarter. Can you explain -- I mean, again, what is that for? And my last question, in terms of the impact of the interest rate, how do you see that like being impacted because I believe that you've got like almost $6 billion north of that. How we're going to end back to you?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","I'll take the first one on the growth piece. So again, good question. So you made a reference to the Expo being postponed from 2020 to 2021. So our whole strategy, the growth strategy, particularly in Dubai, is based on capturing a segment of the market t",338,"I'll take the first one on the growth piece. So again, good question. So you made a reference to the Expo being postponed from 2020 to 2021. So our whole strategy, the growth strategy, particularly in Dubai, is based on capturing a segment of the market that we do not capture in any way, shape or form today outside of the 11 stations that we have there today. So when we say, when we focus on Dubai, the Expo piece was the added potential uplift. But today, even in present market conditions, I'm better off, we are better off, opening a station in Dubai than not having a station there or opening a station anywhere else in the UAE because that is the offensive part of the strategy. That is where we capture volumes that are not part of our system today. We are not selling those volumes today. These are not volumes that are cannibalized from 1 station ADNOC Distribution versus another ADNOC Distribution station. That is the processed cornerstone of our strategy, particularly when it comes to the expansion in Dubai. So again, hopefully, this answers your question. Expo being kicked out, postponed by a year. That's fine. Has no detrimental impact on our expansion plans in Dubai.
Once again, alluding back to the earlier question, yes, we've revised our estimate of the number of stations we can possibly deliver in 2020. And the number of C-stores we hope to have refurbished in 2020, as Ahmed pointed out as well, we've revised that to keep in mind that the lockdown has constrained mobility of our contractors and labors. Hence, we expect some kind of an impact there. Outside of that, we're fully conscious, aware. We don't know when the crisis will end. But as soon as it does, which gradually as it ends, gradually as the markets pick up, we want our growth to be on track. Particularly coming back to the Dubai side. And on the Corporate side, I'll leave it to Petri again."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. Let me first address the question on interest rates, how would that impact? So bearing in mind that we have net debt lower interest rates as such net positive. And indeed, if you look at Q1 itself, you would see a reduction in our finance costs. And",96,"Yes. Let me first address the question on interest rates, how would that impact? So bearing in mind that we have net debt lower interest rates as such net positive. And indeed, if you look at Q1 itself, you would see a reduction in our finance costs. And bearing in mind the adjustment, I stated with respect to net debt-to-EBITDA ratio after we paid the final dividend for 2019 in early days of April post-Q1.
Can you elaborate more on your question on the at provisioning expected credit loss? I'm not sure what is the question."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Thank you for the answer. The question was, there was a $19.3 million impairment losses has been reported. Can you -- I mean, again, you highlight what is this for? Is it like linked to the corporate account of contract or what? It was reported as about o",54,"Thank you for the answer. The question was, there was a $19.3 million impairment losses has been reported. Can you -- I mean, again, you highlight what is this for? Is it like linked to the corporate account of contract or what? It was reported as about of your results for the first quarter."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","It's -- this is the so-called expected credit loss provision. It's not an out write-off or impairment of any particular clients. It's just so-called prudent provisioning given that external metrics are quite clear. Overall, credit standing is not what it",109,"It's -- this is the so-called expected credit loss provision. It's not an out write-off or impairment of any particular clients. It's just so-called prudent provisioning given that external metrics are quite clear. Overall, credit standing is not what it used to be. And I guess, this would be something that any business that has customer trade receivables unfortunately, in the current circumstances, would need to evaluate. It's not an easy exercise. It's a fluid picture. And hence, we need to carefully consider what's going on during the second quarter. Including every relevant customer segment, including the F&P tenants that we have across our retail network in UAE."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Do you expect that this number will get increase? Because, I mean, again, if I look to the numbers over the past, the number wasn't like that, I mean, again, that big, suddenly like move to $19 million. Do you expect -- I mean, again, this number was goin",55,"Do you expect that this number will get increase? Because, I mean, again, if I look to the numbers over the past, the number wasn't like that, I mean, again, that big, suddenly like move to $19 million. Do you expect -- I mean, again, this number was going to be increased as a result?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Well, I mean, of course, it's extremely difficult to make any forecast on the overall credit standing. We have noticed the government providing certain support liquidity to the system in Abu Dhabi, for example, the economic department is providing up to 2",90,"Well, I mean, of course, it's extremely difficult to make any forecast on the overall credit standing. We have noticed the government providing certain support liquidity to the system in Abu Dhabi, for example, the economic department is providing up to 20% support for relevant tenants in certain basic businesses, including the F&P tenants that we have, for example. So it depends really on a case by case, we can't make any estimations about the tenor of COVID impact on a short to medium-term basis on a business like ours."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","We will now take our next question from Sashank Lanka from Bank of America.",14,"We will now take our next question from Sashank Lanka from Bank of America."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Yes. I have 2 questions here. The first one is on your dividend outlook. You have announced dividends of 2.7 -- AED 2.57 billion for 2020 and 2021. I just wanted to understand how secure do you see the 2021 dividends in a black swan situation? And assumin",117,"Yes. I have 2 questions here. The first one is on your dividend outlook. You have announced dividends of 2.7 -- AED 2.57 billion for 2020 and 2021. I just wanted to understand how secure do you see the 2021 dividends in a black swan situation? And assuming things deteriorate from here, how would the company be willing to raise debt to pay the dividends, which have been announced for 2021? That's my first question. And the second question is related to your mobile fuel delivery system. Just wanted to understand the region you are focusing on this? Is it Abu Dhabi? Is it Dubai? Is it Northern Emirates? How are you thinking about this business segment?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Petri, do you want to answer the dividend? Or should I answer to you?",14,"Petri, do you want to answer the dividend? Or should I answer to you?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes, please go ahead.",4,"Yes, please go ahead."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. So look, dividend policy, I would say that, obviously, when 1 months back when the amendment to the dividend per share has been announced, we, as a management, made a couple of stress tests, looking at what could be the impact on the dividend policy",204,"Okay. So look, dividend policy, I would say that, obviously, when 1 months back when the amendment to the dividend per share has been announced, we, as a management, made a couple of stress tests, looking at what could be the impact on the dividend policy. I guess, that the way to look at this company is, first of all, you have a company, I would say, very secured cash flows coming from the fuel retail business, which is 70% of our EBITDA today with secured margins. Today, we have a COVID situation. But looking at even the impact of COVID, you can see that this company is able to generate substantial cash flows, plus the balance sheet with a net debt-to-EBITDA [ 0.1 ] gives you room to anyway, be able to raise that to invest. And I would say that the way to look at this company is operating cash flows are able to match with the dividend in a normal circumstances, and we have room to invest and to increase -- to use our cash to invest in future growth plus using potentially our $750 million of credit facility if requires for future growth. Petri, if you want to add something?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. So indeed, in terms of how secure? This is a business model and capital structure that has very few limitations, bearing in mind that in the existing funding documents, we have no covenants whatsoever. At IPO, a few years ago, we stated that we are p",84,"Yes. So indeed, in terms of how secure? This is a business model and capital structure that has very few limitations, bearing in mind that in the existing funding documents, we have no covenants whatsoever. At IPO, a few years ago, we stated that we are perfectly comfortable with the net debt-to-EBITDA ratio, a level of 2x. We are at 1 wquarter of that also as we speak. So we have substantial headroom and capacity in terms of funding either growth or funding dividends."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Thank you, Petri.",3,"Thank you, Petri."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","And on the second question on your mobile delivery system.",10,"And on the second question on your mobile delivery system."
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Can you remind us what is the question, sir?",9,"Can you remind us what is the question, sir?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","About the mobile fuel guy. Yes. Basically, what are the regions you are focusing on the mystation platform?",18,"About the mobile fuel guy. Yes. Basically, what are the regions you are focusing on the mystation platform?"
20726319,667379745,1984045,"Abu Dhabi National Oil Company for Distribution PJSC, Q1 2020 Earnings Call, May 12, 2020",2020-05-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Mohamed, perhaps your station beamed or I don't know or I it. Go ahead. Yes.",15,"Mohamed, perhaps your station beamed or I don't know or I it. Go ahead. Yes."
